DimInvestmentID,Investment Regime,Asset Class,Sub Asset Class,SubAssetClassNew,AssetClassNew,Original_AssetClass,Original_SubAssetClass,SortOrder_Regime,SortOrder_AssetClass,SortOrder_SubAssetClass,IsAssetClass Total,IsConsolidation Account,IsRegime Total,IsSubassetClass Total,Name,IsAssetClassTotal,IsConsolidationAccount,InvestmentManagerID,IsRegimeTotal,IsSubassetClass_Total
17644,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Austin VII,0,0,Austin Ventures,0,0
17716,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,TLV Opp I,0,0,TLV,0,0
17896,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Peak XV Growth III,0,0,Peak XV Partners (fka Sequoia India),0,0
18057,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Correlation Exec I,0,0,Correlation,0,0
18093,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,XYZ Go Faster III,0,0,XYZ Ventures,0,0
18127,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,ARCH X,0,0,ARCH Venture,0,0
18137,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,YC ECO24,0,0,Y Combinator,0,0
18453,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Megalith Ventures II,0,0,Megalith Technologies,0,0
18477,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Foundry 2010,0,0,Foundry,0,0
18747,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Flame of the West 1,0,0,XYZ Ventures,0,0
18807,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Arch XIII,0,0,ARCH Venture,0,0
18825,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Alta NextGen I,0,0,Alta Partners,0,0
18964,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Fisher Lynch FOF I,0,0,Fisher Lynch,0,0
19138,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Techstars 2017,0,0,TechStars,0,0
19978,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,GGV Discovery II,0,0,GGV Capital,0,0
20006,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,YC ES Plus 22,0,0,Y Combinator,0,0
20107,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,YC Growth 21,0,0,Y Combinator,0,0
20246,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Blue Yard III,0,0,Blue Yard,0,0
20966,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,IA Venture FG,0,0,IA Ventures,0,0
21068,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Morgenthaler VII Secondary,0,0,Morgenthaler,0,0
21298,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,True Select IV,0,0,True Ventures,0,0
21608,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Prospect II,0,0,Prospect Ventures,0,0
22477,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Peak XV Venture VIII,0,0,Peak XV Partners (fka Sequoia India),0,0
22688,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,GGV V,0,0,GGV Capital,0,0
23016,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,JAZZ II,0,0,JAZZ Venture,0,0
23773,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Deerfield Innovations I,0,0,Deerfield,0,0
23878,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Curie.Bio Seed II,0,0,Curie.Bio,0,0
24905,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,GGV VIII Plus,0,0,GGV Capital,0,0
25107,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Union Square 2014,0,0,Union Square,0,0
25924,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Austin IX,0,0,Austin Ventures,0,0
26713,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Invention Investment II,0,0,Intellectual Ventures,0,0
27485,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,YC ESP24,0,0,Y Combinator,0,0
27665,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,IA Ventures V,0,0,IA Ventures,0,0
29893,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Foundry 2016,0,0,Foundry,0,0
31364,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,GGV Discovery III,0,0,GGV Capital,0,0
33697,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Correlation I,0,0,Correlation,0,0
36337,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,Polaris IV,0,0,Polaris,0,0
36997,Global Equity,Private Equity,PE - Venture Capital,PE - Venture Capital,Private Equity,Private Equity,PE - Venture Capital,1,5,17,0,0,0,0,True III,0,0,True Ventures,0,0
29,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,3i Euro III,0,0,3i North American,0,0
136,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Band of Angels I,0,0,Band of Angels,0,0
263,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,SKM II,0,0,Apax (SKM),0,0
313,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,American Securities II,0,0,American Securities,0,0
393,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Austin VI,0,0,Austin Ventures,0,0
396,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Austin IV,0,0,Austin Ventures,0,0
616,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Candover 2005,0,0,Candover,0,0
710,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Blackstone Buyout V-S,0,0,Blackstone,0,0
828,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Blackstone Buyout IV,0,0,Blackstone,0,0
850,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Cinven IV,0,0,Cinven,0,0
973,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,CP IV,0,0,Carlyle PE,0,0
1077,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Citi Mezz,0,0,Citicorp,0,0
1352,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Cortec II,0,0,Cortec,0,0
1432,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Cinven III,0,0,Cinven,0,0
1453,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,DDJ B IV,0,0,DDJ,0,0
2065,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Hampshire II,0,0,Hampshire,0,0
2440,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Hellman & Friedman II,0,0,Hellman & Friedman,0,0
2443,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,MatlinPatterson I,0,0,MatlinPatterson,0,0
2628,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Morgenthaler VI,0,0,Morgenthaler,0,0
2656,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Morgenthaler V,0,0,Morgenthaler,0,0
2676,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Prime II,0,0,Prime Genpar,0,0
2704,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Prism Venture IV,0,0,Prism Venture,0,0
2757,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Lighthouse IV,0,0,Lighthouse,0,0
2810,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Morgenthaler IV,0,0,Morgenthaler,0,0
3064,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Rice II,0,0,RSTW,0,0
3633,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,OSCCO III,0,0,Oscco Ventures,0,0
3866,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Windjammer II,0,0,Windjammer,0,0
3929,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Saratoga II,0,0,Saratoga Partners,0,0
3950,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Terastor E,0,0,Terastor,0,0
3976,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Warburg 1997,0,0,Wand,0,0
4630,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Private DCE Hedge - TWTR,0,0,UTIMCO,0,0
4645,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,TGF 1991,0,0,TGF,0,0
4769,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,PMI Mezz,0,0,Windjammer,0,0
4829,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Windjammer III,0,0,Windjammer,0,0
4859,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Blackstone Buyout V,0,0,Blackstone,0,0
5024,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Austin V,0,0,Austin Ventures,0,0
5286,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Brentwood Associates III,0,0,Brentwood Associates,0,0
5607,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Crescendo IV,0,0,Crescendo Ventures,0,0
5624,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Evercore Fund I,0,0,Evercore,0,0
6185,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Essex Woodlands I,0,0,Essex (EW Healthcare),0,0
6965,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,KKR 1996,0,0,KKR Associates,0,0
7506,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Prism Venture V,0,0,Prism Venture,0,0
7894,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,North American III,0,0,North American Fund,0,0
8099,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,OCM Loan,0,0,Oaktree,0,0
8105,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,RSTW III,0,0,RSTW,0,0
8593,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,3i Euro V,0,0,3i North American,0,0
8819,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Terastor F,0,0,Terastor,0,0
8879,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,TGF 1995,0,0,TGF,0,0
8972,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Alpine V CI Vehicle,0,0,Alpine Investors,0,0
9007,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Ampersand 1995,0,0,Ampersand,0,0
9041,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Songbird Preferred,0,0,Songbird,0,0
9043,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Baker I,0,0,Baker,0,0
9260,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Brentwood Associates II,0,0,Brentwood Associates,0,0
9847,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Cortec III,0,0,Cortec,0,0
9920,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Crescendo II,0,0,Crescendo Ventures,0,0
9941,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Wingate III,0,0,Wingate,0,0
10087,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Doughty II,0,0,Doughty Hanson,0,0
10123,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Evercore Fund II,0,0,Evercore,0,0
10336,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Inverness I,0,0,Inverness,0,0
10432,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Hampshire III,0,0,Hampshire,0,0
10580,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Halpern Denny II,0,0,Halpern Denny,0,0
10747,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,JW Childs III,0,0,JW Childs,0,0
11312,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,GSO TXLC,0,0,GSO Capital Partners,0,0
11846,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Prime VIII,0,0,Prime New Ventures,0,0
11879,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,SCF - Vautron Warrants,0,0,SCF,0,0
11966,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Prism Venture IIA,0,0,Prism Venture,0,0
12566,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Songbird Common,0,0,Songbird,0,0
12632,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Prism Venture III,0,0,Prism Venture,0,0
13017,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Willis Stein II,0,0,Willis Stein,0,0
13185,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,SKM III,0,0,Apax (SKM),0,0
13244,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,3i Euro II,0,0,3i North American,0,0
15104,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,KB Mezz II,0,0,Kleinwort Benson,0,0
17037,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,3i UK I,0,0,3i North American,0,0
17616,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Candover 2001,0,0,Candover,0,0
18908,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,CP III,0,0,Carlyle PE,0,0
19176,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Integral VII,0,0,Integral,0,0
19557,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Philadelphia Ventures II,0,0,Philadelphia Ventures,0,0
20187,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Ampersand 1999,0,0,Ampersand,0,0
20524,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Prism Venture II,0,0,Prism Venture,0,0
21944,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Applied Technologies III,0,0,Applied Technologies,0,0
22527,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,ITV II,0,0,ITV,0,0
23787,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Prism Venture I,0,0,Prism Venture,0,0
24637,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Angelo Gordon CR IV,0,0,Angelo Gordon,0,0
24764,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Asian Corporate Finance,0,0,Prime Genpar,0,0
25357,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,CP II,0,0,Carlyle PE,0,0
25444,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,3i UK II,0,0,3i North American,0,0
25933,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,CDR V,0,0,"CDR (Clayton, Dubilier & Rice)",0,0
25993,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,CGW IV,0,0,"CGW (Cravey, Green & Wahlen)",0,0
26584,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,CP V,0,0,Carlyle PE,0,0
27277,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,North American II,0,0,North American Fund,0,0
28564,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,ZN Mexico II,0,0,Nexxus,0,0
30364,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Willis Stein III,0,0,Willis Stein,0,0
34777,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Halpern Denny III,0,0,Halpern Denny,0,0
37417,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Wingate II,0,0,Wingate,0,0
42277,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,LGP Green Equity III,0,0,Leonard Green,0,0
42697,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,KKR 2006,0,0,KKR Associates,0,0
42757,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Knightsbridge Completion 2005,0,0,Knightsbridge,0,0
42937,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,0,0,0,Lighthouse V,0,0,Lighthouse,0,0
15804,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,0,1,0,0,Total Private Equity Ex Emerging Markets,0,1,UTIMCO,0,0
8709,Global Equity,Private Equity,Private Equity,Private Equity,Private Equity,Private Equity,,1,5,,1,1,0,0,Total Private Equity,1,1,UTIMCO,0,0
43,Global Equity,Private Equity,PE - Emerging Markets,PE - Emerging Markets,Private Equity,Private Equity,PE - Emerging Markets,1,5,15,0,0,0,0,Actis Africa EM III,0,0,Actis Capital,0,0
368,Global Equity,Private Equity,PE - Credit,PE - Credit,Private Equity,Private Equity,PE - Credit,1,5,16,0,0,0,0,Canyon Distressed S1,0,0,Canyon Partners,0,0
391,Global Equity,Private Equity,PE - Emerging Markets,PE - Emerging Markets,Private Equity,Private Equity,PE - Emerging Markets,1,5,15,0,0,0,0,Ashmore GSS IV,0,0,Ashmore,0,0
727,Global Equity,Private Equity,PE - Credit,PE - Credit,Private Equity,Private Equity,PE - Credit,1,5,16,0,0,0,0,Cerberus IV,0,0,Cerberus,0,0
867,Global Equity,Private Equity,PE - Credit,PE - Credit,Private Equity,Private Equity,PE - Credit,1,5,16,0,0,0,0,Fortress FCO MA LSS II - FCO V SubCo,0,0,Fortress,0,0
978,Global Equity,Private Equity,PE - Emerging Markets,PE - Emerging Markets,Private Equity,Private Equity,PE - Emerging Markets,1,5,15,0,0,0,0,L Catterton CI - LC Sports (Wills),0,0,L Catterton,0,0
1043,Global Equity,Private Equity,PE - Emerging Markets,PE - Emerging Markets,Private Equity,Private Equity,PE - Emerging Markets,1,5,15,0,0,0,0,Emerald Hill I,0,0,Emerald Hill,0,0
1084,Global Equity,Private Equity,PE - Emerging Markets,PE - Emerging Markets,Private Equity,Private Equity,PE - Emerging Markets,1,5,15,0,0,0,0,Emerald Hill III CI - A,0,0,Emerald Hill,0,0
1365,Global Equity,Private Equity,PE - Emerging Markets,PE - Emerging Markets,Private Equity,Private Equity,PE - Emerging Markets,1,5,15,0,0,0,0,Hillhouse Growth V,0,0,Hillhouse,0,0
1423,Global Equity,Private Equity,PE - Emerging Markets,PE - Emerging Markets,Private Equity,Private Equity,PE - Emerging Markets,1,5,15,0,0,0,0,Everstone II,0,0,Everstone,0,0
1481,Global Equity,Private Equity,PE - Credit,PE - Credit,Private Equity,Private Equity,PE - Credit,1,5,16,0,0,0,0,Fortress FCO MA LSS II (Disregarded Entity),0,0,Fortress,0,0
1713,Global Equity,Private Equity,PE - Emerging Markets,PE - Emerging Markets,Private Equity,Private Equity,PE - Emerging Markets,1,5,15,0,0,0,0,Emerald Hill II,0,0,Emerald Hill,0,0
1721,Global Equity,Private Equity,PE - Credit,PE - Credit,Private Equity,Private Equity,PE - Credit,1,5,16,0,0,0,0,Canyon Distressed S3,0,0,Canyon Partners,0,0
1769,Global Equity,Private Equity,PE - Emerging Markets,PE - Emerging Markets,Private Equity,Private Equity,PE - Emerging Markets,1,5,15,0,0,0,0,Everstone III,0,0,Everstone,0,0
1840,Global Equity,Private Equity,PE - Emerging Markets,PE - Emerging Markets,Private Equity,Private Equity,PE - Emerging Markets,1,5,15,0,0,0,0,Emerald Hill II CI - A,0,0,Emerald Hill,0,0
1917,Global Equity,Private Equity,PE - Emerging Markets,PE - Emerging Markets,Private Equity,Private Equity,PE - Emerging Markets,1,5,15,0,0,0,0,Gavea III,0,0,Gavea,0,0
2086,Global Equity,Private Equity,PE - Credit,PE - Credit,Private Equity,Private Equity,PE - Credit,1,5,16,0,0,0,0,Fortress Lending I,0,0,Fortress,0,0
2190,Global Equity,Private Equity,PE - Credit,PE - Credit,Private Equity,Private Equity,PE - Credit,1,5,16,0,0,0,0,Fortress Legal Assets I,0,0,Fortress,0,0
2270,Global Equity,Private Equity,PE - Emerging Markets,PE - Emerging Markets,Private Equity,Private Equity,PE - Emerging Markets,1,5,15,0,0,0,0,Horizon EEGF II,0,0,Horizon,0,0
2304,Global Equity,Private Equity,PE - Credit,PE - Credit,Private Equity,Private Equity,PE - Credit,1,5,16,0,0,0,0,Silver Point Distressed Opp II,0,0,Silver Point,0,0
2483,Global Equity,Private Equity,PE - Credit,PE - Credit,Private Equity,Private Equity,PE - Credit,1,5,16,0,0,0,0,Oaktree Opp IV,0,0,Oaktree,0,0
2486,Global Equity,Private Equity,PE - Emerging Markets,PE - Emerging Markets,Private Equity,Private Equity,PE - Emerging Markets,1,5,15,0,0,0,0,Russia Partners III,0,0,Russia Partners,0,0
2742,Global Equity,Private Equity,PE - Emerging Markets,PE - Emerging Markets,Private Equity,Private Equity,PE - Emerging Markets,1,5,15,0,0,0,0,Hillhouse V Feeder,0,0,Hillhouse,0,0
3269,Global Equity,Private Equity,PE - Credit,PE - Credit,Private Equity,Private Equity,PE - Credit,1,5,16,0,0,0,0,Oaktree Opp VI,0,0,Oaktree,0,0
3393,Global Equity,Private Equity,PE - Emerging Markets,PE - Emerging Markets,Private Equity,Private Equity,PE - Emerging Markets,1,5,15,0,0,0,0,Northstar III,0,0,Northstar Equity,0,0
4123,Global Equity,Private Equity,PE - Emerging Markets,PE - Emerging Markets,Private Equity,Private Equity,PE - Emerging Markets,1,5,15,0,0,0,0,Victoria II,0,0,Victoria,0,0
4213,Global Equity,Private Equity,PE - Credit,PE - Credit,Private Equity,Private Equity,PE - Credit,1,5,16,0,0,0,0,Varde IX,0,0,Varde,0,0
4236,Global Equity,Private Equity,PE - Credit,PE - Credit,Private Equity,Private Equity,PE - Credit,1,5,16,0,0,0,0,Varde X,0,0,Varde,0,0
